"00277"	"BANCO SAENZ S.A."	"202312"	"100010000000"	"A C T I V O"	9034208.00	14319847.00	24241187.00	30245812.00	36681295.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010100000"	"   Efectivo y deposito en bancos"	648501.00	614398.00	869482.00	858487.00	983480.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010200000"	"   Títulos Públicos y Privados"	1492777.00	4325956.00	954930.00	3294304.00	1803028.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010300000"	"   Préstamos"	4761792.00	8016565.00	15528167.00	13895166.00	19634166.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010302000"	"      Sector Financiero"	1845928.00	3636072.00	9737384.00	7652267.00	12584597.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303000"	"      Sector Privado no Financiero y Residentes en el Ext."	3160046.00	4606845.00	6510500.00	6990548.00	8390276.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303001"	"         Adelantos"	165100.00	184049.00	74064.00	35011.00	50581.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303005"	"         Doc a sola firma, descont. y comprados"	463155.00	222156.00	588591.00	610873.00	1034260.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303020"	"         Personales"	1912605.00	3691058.00	5173023.00	5591429.00	6441949.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303030"	"         Otros"	395436.00	162743.00	183570.00	217843.00	230851.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303045"	"         Intereses y dif. cotiz. deveng. a cobrar"	156490.00	346839.00	611377.00	676017.00	793760.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010303060"	"         Ajustes NIIF"	67260.00	0.00	-120125.00	-140625.00	-161125.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010304000"	"      Previsiones"	-244182.00	-226352.00	-719717.00	-747649.00	-1340707.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010400000"	"   Otros Cred.por Interm.Finan."	1820580.00	905717.00	5353006.00	10118218.00	7456514.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010700000"	"   Créditos Diversos"	117205.00	289807.00	1061605.00	1568911.00	6197424.00
"00277"	"BANCO SAENZ S.A."	"202312"	"100010800000"	"   Propiedad, plantas y equipo"	9126.00	9342.00	7336.00	6976.00	7966.00
