source_id,url,retrieval,status
e0_bo_res347_2004_full_annex_contract_v180,https://www.boletinoficial.gob.ar/detalleAviso/primera/7263053/20040513?busqueda=1&anexos=1,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bo_res347_2004_notice_endpoint_v180,https://www.boletinoficial.gob.ar/detalleAviso/primera/7263053/20040513?busqueda=1&anexos=1,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bo_res389_2005_full_annex_contract_v180,https://www.boletinoficial.gob.ar/detalleAviso/primera/7276817/20050711?busqueda=1&anexos=1,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bo_res389_2005_notice_endpoint_v180,https://www.boletinoficial.gob.ar/detalleAviso/primera/7276817/20050711?busqueda=1&anexos=1,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_infoleg_res747_2004_guarantee_addenda_v180,https://servicios.infoleg.gob.ar/infolegInternet/anexos/100000-104999/101253/norma.htm,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_res023_2005_fideicomisos_publicos_v180,https://www.agn.gob.ar/sites/default/files/informes/2005_023info_0.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_res160_2006_bid1192_fy2005_v180,https://www.agn.gob.ar/sites/default/files/informes/2006_160info_0.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_res014_2010_bid1192_fy2008_v180,https://www.agn.gob.ar/sites/default/files/informes/2010_014info_0.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_res129_2005_endpoint_gap_v180,https://www.agn.gob.ar/sites/default/files/informes/2005_129info.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_res129_2005_api_query_gap_v180,https://webagnapi.agn.gob.ar/api/node/informes?filter%5Bano%5D=2005&filter%5Bresolucion%5D=129&include=informe%2Cresolucion_archivo,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_wayback_agn_res129_2005_cdx_gap_v180,https://web.archive.org/cdx/search/cdx?url=agn.gov.ar/sites/default/files/informes/2005_129info*&output=json,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_api_res023_2005_metadata_v180,https://webagnapi.agn.gob.ar/api/node/informes/6e16255b-98d6-4136-8cd0-514fa9f491d7?include=informe%2Cresolucion_archivo,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_api_res160_2006_metadata_v180,https://webagnapi.agn.gob.ar/api/node/informes/6661e2fd-a341-4cb0-a884-37ae10093475?include=informe%2Cresolucion_archivo,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_agn_api_res014_2010_metadata_v180,https://webagnapi.agn.gob.ar/api/node/informes/8651cfe0-d65b-4cf3-86be-d5e4846352a0?include=informe%2Cresolucion_archivo,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bid_ar0127_pcr_v180,https://www.iadb.org/document.cfm?id=EZSHARE-1739351788-35,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bid_ar0127_intermediate_evaluation_v180,https://www.iadb.org/document.cfm?id=EZSHARE-917344851-48,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bid_ar0127_loan_proposal_v180,https://www.iadb.org/document.cfm?id=EZSHARE-917344851-47,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_a4620_2007_mipymes_v180,https://www.bcra.gob.ar/pdfs/comytexord/a4620.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_b8920_2007_mipymes_v180,https://www.bcra.gob.ar/pdfs/comytexord/b8920.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_b8995_2007_rates_v180,https://www.bcra.gob.ar/pdfs/comytexord/b8995.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_b9055_2007_rates_v180,https://www.bcra.gob.ar/pdfs/comytexord/b9055.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_b9056_2007_suspension_v180,https://www.bcra.gob.ar/pdfs/comytexord/b9056.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_b9123_2007_rates_v180,https://www.bcra.gob.ar/pdfs/comytexord/b9123.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
e0_bcra_ordered_text_mipymes_comparator_v180,https://www.bcra.gob.ar/pdfs/texord/t-crpyme.pdf,DIRECT_OFFICIAL_OR_PRESERVED_QUERY,PRESERVED
