"collection","year","target","query_url","attempts","curl_exit","http_status","classification","valid_capture_rows","response"
"CC-MAIN-2016-18","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-18-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-18","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-18-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-22","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-22-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-22","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-22-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-26","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-26-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-26","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-26-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-30","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-30-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-30","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-30-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-36","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-36-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-36","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-36-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-40","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-40-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-40","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-40-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-44","2016","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-44-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: sigen.gov.ar/documentacion/plananualpdfs/""}"
"CC-MAIN-2016-44","2016","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2016-44-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","0","404","NO_CAPTURE_VALID","0","{""message"": ""No Captures found for: www.sigen.gov.ar/documentacion/plananualpdfs/""}"
