path,bytes,mib,over_25_mib,over_50_mib,over_100_mib
.gitignore,516,0.000492095947265625,False,False,False
BACKUP_ACTUALIZACION_2026-08-25.md,648,0.00061798095703125,False,False,False
BACKUP_ACTUALIZACION_2026-08-27.md,1866,0.0017795562744140625,False,False,False
BACKUP_ACTUALIZACION_2026-08-28.md,6920,0.00659942626953125,False,False,False
RESTORE_LARGE_SOURCES.ps1,1831,0.0017461776733398438,False,False,False
data/derivados/AUDITORIA_COBERTURA_FUENTES_V149.md,7674,0.0073184967041015625,False,False,False
data/derivados/AUDITORIA_COBERTURA_FUENTES_V194.md,4299,0.004099845886230469,False,False,False
data/derivados/AUDITORIA_COBERTURA_FUENTES_V195.md,5043,0.004809379577636719,False,False,False
data/derivados/AUDITORIA_ESCALAS_LOG_Y_JERARQUIA_VISUAL_V148.md,5013,0.004780769348144531,False,False,False
data/derivados/AUDITORIA_FEEDBACK_CLAUDE.md,13962,0.013315200805664062,False,False,False
data/derivados/AUDITORIA_PINZA_FINANCIERA.md,4757,0.004536628723144531,False,False,False
data/derivados/COBERTURA_FUENTES_V194.csv,1732,0.001651763916015625,False,False,False
data/derivados/FUENTES_V194_QA.json,160,0.000152587890625,False,False,False
data/derivados/HANDOVER_REDISENO_POST_V148.md,46770,0.04460334777832031,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V180.md,62881,0.059967994689941406,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V181.md,64045,0.06107807159423828,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V182.md,64904,0.06189727783203125,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V183.md,65867,0.06281566619873047,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V184.md,66847,0.0637502670288086,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V185.md,67629,0.06449604034423828,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V186.md,69359,0.0661458969116211,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V187.md,70383,0.0671224594116211,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V188.md,71355,0.06804943084716797,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V189.md,72158,0.06881523132324219,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V190.md,72853,0.06947803497314453,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V191.md,73595,0.07018566131591797,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V192.md,74376,0.07093048095703125,False,False,False
data/derivados/HANDOVER_REDISENO_V149_A_V193.md,75221,0.07173633575439453,False,False,False
data/derivados/__pycache__/add_svg_pattern_v129.cpython-314.pyc,5824,0.00555419921875,False,False,False
data/derivados/__pycache__/audit_financial_pincer.cpython-312.pyc,67746,0.06460762023925781,False,False,False
data/derivados/__pycache__/build_fintech_layout_and_milei.cpython-314.pyc,9172,0.008747100830078125,False,False,False
data/derivados/__pycache__/build_milei_shock_bridge.cpython-314.pyc,12457,0.011879920959472656,False,False,False
data/derivados/__pycache__/build_public_rates_reading.cpython-314.pyc,11184,0.0106658935546875,False,False,False
data/derivados/__pycache__/build_rates_volume.cpython-312.pyc,64526,0.06153678894042969,False,False,False
data/derivados/__pycache__/build_salary_june_2026.cpython-314.pyc,27902,0.026609420776367188,False,False,False
data/derivados/__pycache__/build_unified_1843_account.cpython-314.pyc,30775,0.029349327087402344,False,False,False
data/derivados/add_household_signs_return_scenarios_v130.py,29100,0.027751922607421875,False,False,False
data/derivados/add_rates_timeline_checkbox_v132.py,6076,0.005794525146484375,False,False,False
data/derivados/add_svg_pattern_v129.py,3283,0.0031309127807617188,False,False,False
data/derivados/add_who_benefits_notes_v131.py,15235,0.014529228210449219,False,False,False
data/derivados/audit_claude_feedback_consistency.py,7170,0.0068378448486328125,False,False,False
data/derivados/audit_financial_pincer.py,59590,0.05682945251464844,False,False,False
data/derivados/build_fintech_layout_and_milei.py,8193,0.007813453674316406,False,False,False
data/derivados/build_milei_shock_bridge.py,11604,0.011066436767578125,False,False,False
data/derivados/build_public_rates_reading.py,10152,0.00968170166015625,False,False,False
data/derivados/build_rates_volume.py,57978,0.05529212951660156,False,False,False
data/derivados/build_salary_june_2026.py,19945,0.019021034240722656,False,False,False
data/derivados/build_unified_1843_account.py,30159,0.028761863708496094,False,False,False
data/derivados/emae/AUDITORIA_EMAE.md,4493,0.004284858703613281,False,False,False
data/derivados/emae/build_emae_tab.py,59894,0.05711936950683594,False,False,False
data/derivados/emae/emae_drawdowns.csv,789,0.0007524490356445312,False,False,False
data/derivados/emae/emae_mandatos.csv,1509,0.0014390945434570312,False,False,False
data/derivados/emae/emae_mensual_limpio.csv,85108,0.08116531372070312,False,False,False
data/derivados/emae/emae_per_capita.csv,50397,0.04806232452392578,False,False,False
data/derivados/emae/emae_ventana_espejo.csv,5457,0.005204200744628906,False,False,False
data/derivados/emae/manifest_emae.json,5445,0.005192756652832031,False,False,False
data/derivados/fintech_saldos_mensuales.csv,357,0.00034046173095703125,False,False,False
data/derivados/grandes_fortunas/AUDITORIA_APORTE.md,3195,0.0030469894409179688,False,False,False
data/derivados/grandes_fortunas/build_aporte_grandes_fortunas.py,61240,0.05840301513671875,False,False,False
data/derivados/grandes_fortunas/distribucion_patrimonial.csv,11683,0.011141777038574219,False,False,False
data/derivados/grandes_fortunas/sensibilidad_aporte.csv,66031,0.0629720687866211,False,False,False
data/derivados/grandes_fortunas/simulacion_aporte_voluntario.csv,1368,0.00130462646484375,False,False,False
data/derivados/lo_que_te_robo_reconciliacion.csv,1159,0.0011053085327148438,False,False,False
data/derivados/morosidad/AUDITORIA_MOROSIDAD.md,4558,0.0043468475341796875,False,False,False
data/derivados/morosidad/TESTS_MOROSIDAD.json,557,0.0005311965942382812,False,False,False
data/derivados/morosidad/build_morosidad.py,58551,0.055838584899902344,False,False,False
data/derivados/morosidad/correlacion_tasa_real_mora.csv,745,0.0007104873657226562,False,False,False
data/derivados/morosidad/morosidad_hogares.csv,26081,0.024872779846191406,False,False,False
data/derivados/morosidad/morosidad_pnfc.csv,5353,0.005105018615722656,False,False,False
data/derivados/morosidad/morosidad_pnfc_severidad_saldo.csv,9951,0.009490013122558594,False,False,False
data/derivados/morosidad/morosidad_por_producto.csv,89389,0.08524799346923828,False,False,False
data/derivados/morosidad/morosidad_saldo_acumulado.csv,12230,0.011663436889648438,False,False,False
data/derivados/morosidad/morosidad_ventana_espejo.csv,1269,0.0012102127075195312,False,False,False
data/derivados/morosidad/situacion_deudores_personas.csv,365,0.00034809112548828125,False,False,False
data/derivados/pendulo_distributivo/AUDITORIA_PENDULO_DISTRIBUTIVO.md,2900,0.002765655517578125,False,False,False
data/derivados/pendulo_distributivo/TESTS_PENDULO.json,666,0.0006351470947265625,False,False,False
data/derivados/pendulo_distributivo/__pycache__/build_pendulo_poder_v141.cpython-314.pyc,58595,0.05588054656982422,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v141.py,55840,0.053253173828125,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v142.py,25486,0.024305343627929688,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v143.py,19559,0.018652915954589844,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v144.py,30096,0.0287017822265625,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v145.py,32106,0.030618667602539062,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v146.py,31808,0.03033447265625,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_poder_v147.py,11429,0.010899543762207031,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_tab.py,53772,0.051280975341796875,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_tab_v137.py,64747,0.06174755096435547,False,False,False
data/derivados/pendulo_distributivo/build_pendulo_tab_v138.py,70950,0.06766319274902344,False,False,False
data/derivados/pendulo_distributivo/cgi_mandatos.csv,2364,0.002254486083984375,False,False,False
data/derivados/pendulo_distributivo/cgi_pendulo.csv,43424,0.041412353515625,False,False,False
data/derivados/pendulo_distributivo/cgi_raw.json,28352,0.02703857421875,False,False,False
data/derivados/pendulo_distributivo/extract_cgi_xls.ps1,4323,0.004122734069824219,False,False,False
data/derivados/pendulo_poder_economico/AUDITORIA_BOTONERAS_HORIZONTALES_V147.md,1686,0.0016078948974609375,False,False,False
data/derivados/pendulo_poder_economico/AUDITORIA_CAPA_ACTIVOS_V145.md,2498,0.0023822784423828125,False,False,False
