datum_id,datum,value,unit_or_type,reference,controlled_interpretation,source_ids,target_2008_identity,status
RP147_01,uai24_total_otros,563,ARS million displayed,2018 report,Rounded published total,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_02,uai24_component_c10,400,ARS million displayed,2018 report,No decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_03,uai24_component_opening,163,ARS million displayed,2018 report,No decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_04,uai13_total_otros,563.16,ARS million displayed,2019 report,Two decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_05,uai13_repo_component,0.61,ARS million displayed,2019 report,Two decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_06,uai13_component_c10,400,ARS million displayed,2019 report,No decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_07,uai13_component_opening,163,ARS million displayed,2019 report,No decimals shown,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_08,displayed_sum,563.61,ARS million calculation,V156,0.61+400+163,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_09,displayed_difference,0.45,ARS million calculation,V156,563.61-563.16,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_10,arithmetic_error_proved,FALSE,boolean,V156,Components have unknown/unequal precision,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_11,unrounded_components_located,FALSE,boolean,V156,Raw ledger/workpaper still missing,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED
RP147_12,account_classification_tension,OPEN,state,V156,Report says préstamos while 2.1.2.01.02.99.00 belongs to other debt securities/value titles,e0_mecon_uai_report_24_2019_account_2018;e0_mecon_uai_report_13_2020_repo_commission,FALSE,DISPLAYED_VALUE_TENSION_UNROUNDED_INPUTS_REQUIRED


