persona_id,persona,camara,jurisdiccion,oa_nombre,oa_person_key,oa_anios,evidencia_misma_institucion_anios,nombre_padron_camara,distrito_padron_camara,nombre_presentacion_camara_2025,distrito_presentacion_camara_2025,tipo_presentacion_camara_2025,coincidencia_nombre_presentacion,coincidencia_nombre_fuente_actual,cuit_unico_en_consolidado,estado_revision_identidad,publicable_en_tab,alcance_serie,nota_alcance,criterio,fuente_padron_url,fuente_presentacion_url,fuente_serie_url,respaldo_padron_local,respaldo_presentacion_local,respaldo_oa_local
gov-weretilneck-alberto-edgardo,Alberto Edgardo Weretilneck,Gobernaciones,Río Negro,WERETILNECK ALBERTO EDGARDO,84caf47fa9ee6612,2018|2019|2020|2021|2022|2023,,Alberto Edgardo Weretilneck,Río Negro,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-kicillof-axel,Axel Kicillof,Gobernaciones,Buenos Aires,KICILLOF AXEL,fa3f52bf9b67b870,2017|2018|2019,,Axel Kicillof,Buenos Aires,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-poggi-claudio-javier,Claudio Javier Poggi,Gobernaciones,San Luis,POGGI CLAUDIO JAVIER,c0a4b917ab4c2949,2017|2018|2019|2020|2021|2022|2023,,Claudio Javier Poggi,San Luis,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-vidal-claudio-orlando,Claudio Orlando Vidal,Gobernaciones,Santa Cruz,VIDAL CLAUDIO ORLANDO,94bfdab50f34843a,2021|2022,,Claudio Orlando Vidal,Santa Cruz,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-insfran-gildo,Gildo Insfrán,Gobernaciones,Formosa,INSFRAN GILDO,06326902132ce874,2022,,Gildo Insfrán,Formosa,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-torres-ignacio-agustin,Ignacio Agustín Torres,Gobernaciones,Chubut,TORRES IGNACIO AGUSTIN,a686a6b00f6a81b1,2017|2018|2019|2020|2021|2022|2023,,Ignacio Agustín Torres,Chubut,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-zdero-leandro-cesar,Leandro César Zdero,Gobernaciones,Chaco,ZDERO LEANDRO CESAR,b08904a364c50928,2017,,Leandro César Zdero,Chaco,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-llaryora-martin-miguel,Martín Miguel Llaryora,Gobernaciones,Córdoba,LLARYORA MARTIN MIGUEL,f2c3fe6deaa63a00,2017|2018|2019,,Martín Miguel Llaryora,Córdoba,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-frigerio-rogelio,Rogelio Frigerio,Gobernaciones,Entre Ríos,FRIGERIO ROGELIO,88f4403502f47196,2017|2018|2019|2021|2022,,Rogelio Frigerio,Entre Ríos,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
gov-figueroa-rolando-ceferino,Rolando Ceferino Figueroa,Gobernaciones,Neuquén,FIGUEROA ROLANDO CEFERINO,0e17a5c72e050bd0,2020|2021|2022,,Rolando Ceferino Figueroa,Neuquén,,,,exacta_por_tokens,exacta_por_tokens,sí,identidad_confirmada_cruce_oficial,sí,historial_federal_previo_no_ddjj_provincial_actual,Historial federal previo: la serie no representa una DDJJ del mandato provincial actual ni permite inferir el patrimonio presente.,Nómina CFI vigente con nombre completo y provincia + coincidencia exacta de tokens con una sola clave fiscal reservada en OA + DDJJ oficiales de un cargo público nacional previo.,https://cfi.org.ar/quienes_somos,,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/cfi_gobernadores_2026-09-01.html,,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
