persona_id,persona,camara,jurisdiccion,oa_nombre,oa_person_key,oa_anios,evidencia_misma_institucion_anios,nombre_padron_camara,distrito_padron_camara,nombre_presentacion_camara_2025,distrito_presentacion_camara_2025,tipo_presentacion_camara_2025,coincidencia_nombre_presentacion,coincidencia_nombre_fuente_actual,cuit_unico_en_consolidado,estado_revision_identidad,publicable_en_tab,alcance_serie,nota_alcance,criterio,fuente_padron_url,fuente_presentacion_url,fuente_serie_url,respaldo_padron_local,respaldo_presentacion_local,respaldo_oa_local
sen-arce-carlos-omar,Carlos Omar Arce,Senado,Misiones,ARCE CARLOS OMAR,8c89b310ab1e8b7f,2022|2023|2024,2022|2023|2024,CARLOS OMAR ARCE,Misiones,"ARCE, Carlos Omar",Misiones,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-losada-carolina,Carolina Losada,Senado,Santa Fe,LOSADA CAROLINA,53ca39568305dae0,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,CAROLINA LOSADA,Santa Fe,"LOSADA, Carolina",Santa Fe,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-bensusan-daniel-pablo,Daniel Pablo Bensusán,Senado,La Pampa,BENSUSAN DANIEL PABLO,332919b272837e84,2021|2022|2023|2024,2021|2022|2023|2024,DANIEL PABLO BENSUSÁN,La Pampa,"BENSUSÁN, Daniel Pablo",La Pampa,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-kroneberger-daniel-ricardo,Daniel Ricardo Kroneberger,Senado,La Pampa,KRONEBERGER DANIEL RICARDO,9cc54c2829a2e471,2017|2018|2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,DANIEL RICARDO KRONEBERGER,La Pampa,"KRONEBERGER, Daniel Ricardo",La Pampa,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-terenzi-edith-elizabeth,Edith Elizabeth Terenzi,Senado,Chubut,TERENZI EDITH ELIZABETH,4b2587d9235b5cd7,2021|2022|2023|2024,2021|2022|2023|2024,EDITH ELIZABETH TERENZI,Chubut,"TERENZI, Edith Elizabeth",Chubut,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-galaretto-eduardo-horacio,Eduardo Horacio Galaretto,Senado,Santa Fe,GALARETTO EDUARDO HORACIO,e86b11671a3febda,2020|2023|2024,2020|2023|2024,EDUARDO HORACIO GALARETTO,Santa Fe,"GALARETTO, Eduardo Horacio",Santa Fe,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-atauche-ezequiel,Ezequiel Atauche,Senado,Jujuy,ATAUCHE EZEQUIEL,8fbf19a9adc33b90,2022|2023|2024,2022|2023|2024,EZEQUIEL ATAUCHE,Jujuy,"ATAUCHE, Ezequiel",Jujuy,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-salino-fernando-aldo,Fernando Aldo Salino,Senado,San Luis,SALINO FERNANDO ALDO,48d020c035193b83,2023|2024,2023|2024,FERNANDO ALDO SALINO,San Luis,"SALINO, Fernando Aldo",San Luis,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-fama-flavio-sergio,Flavio Sergio Fama,Senado,Catamarca,FAMA FLAVIO SERGIO,a85c4eea30caa67e,2017|2018|2019|2020|2021|2022|2023|2024,2021|2022|2023|2024,FLAVIO SERGIO FAMA,Catamarca,"FAMA, Flavio Sergio",Catamarca,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
sen-paoltroni-francisco-manuel,Francisco Manuel Paoltroni,Senado,Formosa,PAOLTRONI FRANCISCO MANUEL,4a024a87df8f7917,2022|2023|2024,2022|2023|2024,FRANCISCO MANUEL PAOLTRONI,Formosa,"PAOLTRONI, Francisco Manuel",Formosa,DJPI de Ejercicio 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Senado vigente + presentación Senado 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.senado.gob.ar/senadores/listados/listaSenadoRes,https://www.senado.gob.ar/administrativo/ddjj/,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/senado_listado_vigente_2026-09-01.html,sources/active_roster/senado_ddjj_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
