persona_id,persona,camara,jurisdiccion,oa_nombre,oa_person_key,oa_anios,evidencia_misma_institucion_anios,nombre_padron_camara,distrito_padron_camara,nombre_presentacion_camara_2025,distrito_presentacion_camara_2025,tipo_presentacion_camara_2025,coincidencia_nombre_presentacion,coincidencia_nombre_fuente_actual,cuit_unico_en_consolidado,estado_revision_identidad,publicable_en_tab,alcance_serie,nota_alcance,criterio,fuente_padron_url,fuente_presentacion_url,fuente_serie_url,respaldo_padron_local,respaldo_presentacion_local,respaldo_oa_local
dip-rossi-agustin-oscar,Agustín Oscar Rossi,Diputados,Santa Fe,ROSSI AGUSTIN OSCAR,dd3b0846f5de54c0,2017|2018|2019|2020|2021|2022|2023,2017|2018,"Rossi, Agustín Oscar",SANTA FE,"ROSSI, AGUSTIN OSCAR",SANTA FE,INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-propato-agustina-lucrecia,Agustina Lucrecia Propato,Diputados,Buenos Aires,PROPATO AGUSTINA LUCRECIA,cbce746a23646175,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,"Propato, Agustina Lucrecia",BUENOS AIRES,"PROPATO, AGUSTINA LUCRECIA",BUENOS AIRES,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-borgatta-alejandrina,Alejandrina Borgatta,Diputados,Santa Fe,BORGATTA ALEJANDRINA BELEN,be9b101950203f17,2024,2024,"Borgatta, Alejandrina",SANTA FE,"BORGATTA, ALEJANDRINA BELEN",SANTA FE,ANUAL 2025 | INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-bongiovanni-alejandro,Alejandro Bongiovanni,Diputados,Santa Fe,BONGIOVANNI ALEJANDRO,8b67c4f8d340b781,2017|2022|2023|2024,2022|2023|2024,"Bongiovanni, Alejandro",SANTA FE,"BONGIOVANNI, ALEJANDRO",SANTA FE,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-fargosi-alejandro,Alejandro Fargosi,Diputados,Ciudad De Buenos Aires,FARGOSI ALEJANDRO EDUARDO,4cdff9e6be5c3210,2024,2024,"Fargosi, Alejandro",CIUDAD DE BUENOS AIRES,"FARGOSI, ALEJANDRO EDUARDO",CABA,ANUAL 2025 | INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-finocchiaro-alejandro,Alejandro Finocchiaro,Diputados,Buenos Aires,FINOCCHIARO ALEJANDRO OSCAR,0cd159cd7e746afe,2017|2018|2019|2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,"Finocchiaro, Alejandro",BUENOS AIRES,"FINOCCHIARO, ALEJANDRO OSCAR",BUENOS AIRES,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-fregonese-alicia,Alicia Fregonese,Diputados,Entre Rios,FREGONESE ALICIA MARIA,ab9b00ebd58ca640,2017|2018|2019|2020|2021,2017|2018|2020,"Fregonese, Alicia",ENTRE RIOS,"FREGONESE, ALICIA MARIA",ENTRE RIOS,ANUAL 2025 | INICIAL 2025 | INICIAL 2025 R1 | INICIAL 2025 R2,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-martinez-alvaro,Álvaro Martínez,Diputados,Mendoza,MARTINEZ ALVARO FERNANDO,fa7c08fc2ec6efea,2020|2021|2022|2023|2024,2020|2021|2022|2023|2024,"Martínez, Álvaro",MENDOZA,"MARTINEZ, ALVARO FERNANDO",MENDOZA,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-ianni-ana-maria,Ana María Ianni,Diputados,Santa Cruz,IANNI ANA MARIA,2771f2b249ea9448,2017|2018|2019|2020|2021|2022|2023|2024,2023|2024,"Ianni, Ana María",SANTA CRUZ,"IANNI, ANA MARIA",SANTA CRUZ,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-freites-andrea,Andrea Freites,Diputados,Tierra Del Fuego,FREITES ANDREA GRACIELA,41464f21e8979a10,2023,2023,"Freites, Andrea",TIERRA DEL FUEGO,"FREITES, ANDREA GRACIELA",TIERRA DEL FUEGO,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
