"periodo","grupo_institucional","cobertura_pct_poblacion_adulta","tramo_metodologico","umbral_saldo_deuda_reportable_pesos","fuente","nota"
"2023-01","Bancos Privados / Private Banks","26,29466","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","Bancos Públicos / Public Banks","13,47759","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","Compañías Financieras / Financial Companies","1,04419","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","EEFF / Financial Institutions","36,64715","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","OPNFC / Other Non-Financial Credit Providers","18,01845","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","PNFC / Non-Financial Credit Providers","28,44763","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-01","TCNB / Non-Bank Credit Cards","14,68083","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-02","Bancos Privados / Private Banks","26,37397","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-02","Bancos Públicos / Public Banks","13,49665","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
"2023-02","Compañías Financieras / Financial Companies","1,08718","A_2023-01_a_2024-06","1000","BCRA, Indicadores de Inclusión Financiera, CENDEU","Cobertura por grupo; una persona puede tener deuda con más de un grupo. No sumar porcentajes."
