key_id,request_id,key_group,exact_key,search_purpose,source_or_basis,caveat
SK120_01,REQ120_ECON,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07,fechas previstas de liquidación,E0_FISCAL_PUBLIC_BUYBACK_CALLS_2008_V120.csv,"Previstas; no confirman pago."
SK120_02,REQ120_ECON,date,2009-06-17;2009-06-18,entrega y liquidación strip,E0_FISCAL_STRIP_BUYBACK_SUMMARY_2009_V120.csv,"Previstas; no confirman pago."
SK120_03,REQ120_ECON,account,depositante 0306 / comitente 40000,cuenta receptora publicada,E0_FISCAL_BUYBACK_SETTLEMENT_CHAIN_V120.csv,"Cuenta fiduciaria; no beneficiario final."
SK120_04,REQ120_ECON,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,"No sustituye el identificador interno."
SK120_05,REQ120_ECON,system,COMDOC III;SIGADE;Sistema de Regularización de la Deuda Pública,buscar traza contemporánea,e0_argentina_rc_26_216_2008_tsa_sigade,"Comprobar aplicabilidad a recompra."
SK120_06,REQ120_ECON,system,TSA;Transmisión Segura de Archivos;Red Privada Virtual,buscar intercambios DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,"Sistema probado para procedimiento BOCON vecino."
SK120_07,REQ120_ECON,producer,ONCP;DADP;Unidad de Registro de la Deuda Pública;TGN,derivación interna focalizada,e0_argentina_rc_26_216_2008_tsa_sigade,"Nombres contemporáneos; verificar sucesores."
SK120_08,REQ120_BCRA,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07;2009-06-18,cortes CRyL objetivo,llamados oficiales V115-V116,"Fechas de liquidación prevista."
SK120_09,REQ120_BCRA,account,0306;40000,cuenta Caja publicada,llamados oficiales V115-V116,"Puede requerir código de cuenta CRyL adicional."
SK120_10,REQ120_BCRA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,"Verificar códigos internos CRyL."
SK120_11,REQ120_BCRA,file_code,CG1,errores de prematching,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK120_12,REQ120_BCRA,file_code,CG2,operaciones rechazadas,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK120_13,REQ120_BCRA,file_code,CG3,operaciones liquidadas,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK120_14,REQ120_BCRA,file_code,CG4,operaciones para liquidar,e0_bcra_b7971_cryl_operational_files_2003,"Pendiente no es liquidado."
SK120_15,REQ120_BCRA,file_code,CG5;CG6;CG7,saldos y extracto diario,e0_bcra_b7971_cryl_operational_files_2003,"Debe cruzarse por cuenta/especie."
SK120_16,REQ120_BCRA,form,4359 DVP/FD&P;4359B FTC;4359C FT,instrucciones y transferencias,e0_bcra_a3191_cryl_dvp_regime_2000,"Verificar modalidad y versión 2008."
SK120_17,REQ120_BCRA,field,número de instrucción;número de operación;concertación;liquidación;nominal;importe,campos mínimos de búsqueda,e0_bcra_a3191_cryl_dvp_regime_2000,"No pedir sólo por texto libre."
SK120_18,REQ120_BNA,date,2008-08-11/2008-08-22,ventana de ejecución,E0_FISCAL_BUYBACK_PROGRAM_EVENTS_2005_2009_V120.csv,"No incluye segunda etapa."
SK120_19,REQ120_BNA,phrase,programa de recompra de deuda pública;primera etapa;USD 380 millones,búsqueda en mandato y mesa,comunicados oficiales V114,"Monto aproximado."
SK120_20,REQ120_BNA,security,BODEN 2012;BODEN 2013;BONAR V;PRE8;BODEN 2008;unidades PBI,universo narrativo,comunicado 22/08/2008,"Lista no prueba ejecución por especie."
SK120_21,REQ120_BNA,record,blotter;libro de órdenes;ticket;confirmación;liquidación;rendición,clases de mesa y mandato,REQUEST_BNA_FIRST_STAGE_BLOTTER_V120.md,"Usar también sinónimos internos."
SK120_22,REQ120_AGN,identifier,2074c3d9-a535-497e-a97d-d74340ff49fb,UUID exacto,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V120.csv,"No es expediente."
SK120_23,REQ120_AGN,identifier,nid 18814;vid 18821,nodo y versión,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V120.csv,"Metadatos de portal."
SK120_24,REQ120_AGN,date,2018-08-14;2018-09-11,ingreso y respuesta,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V120.csv,"Fechas públicas exactas."
SK120_25,REQ120_AGN,phrase,BODEN 2006;BODEN 2012;BODEN 2013,tema público,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V120.csv,"Buscar también sin acento y variantes."
SK120_26,REQ120_AGN,repository,Drupal;webform;adjuntos;correo saliente;backup,objetos fuera del nodo público,REQUEST_AGN_2018_REPLY_V120.md,"No presupone tecnología interna adicional."
SK120_27,REQ120_CNV,date,2014-11-19,nota Caja citada por AGN,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V120.csv,"Nota sin número."
SK120_28,REQ120_CNV,identifier,Resolución AGN 41/2016;pedido AGN;Caja de Valores,actuación supervisora,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V120.csv,"No identifica por sí solo expediente CNV."
SK120_29,REQ120_CNV,account,0306/40000,liquidaciones de recompra,llamados oficiales V115-V116,"Solicitar agregado/testado."
SK120_30,REQ120_CNV,security,cinco ISIN de las rondas y strip,acotar búsqueda,REQUEST_CNV_CUSTODY_RECORDS_V120.md,"No pedir padrón privado nominativo."
SK120_31,REQ120_CAJA,account,depositante 0306 / comitente 40000,cuenta objetivo,llamados oficiales V115-V116,"No equivale a beneficiario final."
SK120_32,REQ120_CAJA,date,cuatro entregas 2008;2009-06-17,recepción de títulos,llamados oficiales V115-V116,"Fechas previstas."
SK120_33,REQ120_CAJA,system,TSA;Red Privada Virtual;acuse de aceptación,buscar transmisión DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,"Comprobar uso para recompra."
SK120_34,REQ120_CAJA,form,4359B FTC;copia certificada;aceptación;rechazo,buscar constancia bilateral,e0_bcra_a3191_cryl_dvp_regime_2000,"Sólo si la modalidad fue FTC."
SK120_35,REQ120_CAJA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,acotar por especie,llamados oficiales V115-V116,"Una especie puede tener múltiples movimientos."
