carrier,member,bytes,sha256,extension,existing_exact_paths_before_recovery,recovery_action,canonical_or_recovered_path,source_class,note
csvs(1).zip,TRANSMISSION_TIMELINE_V45.csv,4405,c4824e14b75f1fb95ece7dc0c90c5359d2a6900b787cf05f213b3fdb1de68cb6,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/TRANSMISSION_TIMELINE_V45.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,A5928_PERSONAL_IMPLEMENTATION_MULTIBANK_V36.csv,1062,c4bb83ce32194fd2e6808145cf9e2ac030aec066ec900d9ed858d19943946a07,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/A5928_PERSONAL_IMPLEMENTATION_MULTIBANK_V36.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,A5928_SOURCE_CONFLICTS_V36.csv,1628,902e91473b9e9feeebb142688d41236cc9b762a975837f97c0415773a3b6c5dc,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/A5928_SOURCE_CONFLICTS_V36.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,A5928_SOURCE_RECOVERY_MATRIX_V38.csv,2979,b716a8330dd11947c6e6fe4f344edd86c1149af81b05d112aed88a5d80483ed8,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/A5928_SOURCE_RECOVERY_MATRIX_V38.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,A5928_THREE_LAYER_INCIDENCE_V38.csv,1398,aac9ec9a4fe98e588411db0abe787082573767a90ecddf02215822ceb3cf37fa,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/A5928_THREE_LAYER_INCIDENCE_V38.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,ABNORMAL_COMPONENT_BRIDGE_V50.csv,11011,c5d74e6b6019ac63b0cb12d16a76c0c8ec29de9ed1a68b0ae3ea73560356f9ec,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/ABNORMAL_COMPONENT_BRIDGE_V50.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,BANK_ABNORMAL_RESULT_V49.csv,3008,1e5982baeb4d7f9bd0fbfd8f0c5b4860c58ed10b6b3a5f897b23a040025c3952,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/BANK_ABNORMAL_RESULT_V49.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,BANK_CUMULATIVE_OUTCOME_V48.csv,2835,9f436192e8c98422284c2590180ccc5f9fbba6d3c5c4a4284e4c297e923ab18c,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/BANK_CUMULATIVE_OUTCOME_V48.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,BANK_NET_EXPOSURE_TO_PN_V44.csv,3266,4207695ea3b545b2bfee28bebaf3728a533d7b37234ff5256339988b2d41503d,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/BANK_NET_EXPOSURE_TO_PN_V44.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
csvs(1).zip,BANK_OVERSHOOT_DRAWDOWN_V47.csv,2676,178ab4c4a6e6027295adc133e6c3aa5aeb8d4ba41c88c211ff6261507b126087,.csv,,PRESERVED_RECOVERED_LOOSE,research/ciclo_ajuste/recovered_loose/pre_v52_downloads/csv/BANK_OVERSHOOT_DRAWDOWN_V47.csv,historical_project_artifact_pre_v52,Loose Downloads artifact; preserved without claiming a complete original checkpoint.
