decil,participacion_ingreso_pct,acumulado_pct,nota,fuente
1,1.8,1.8,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
2,3.2,5.0,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
3,4.2,9.2,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
4,5.3,14.5,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
5,6.3,20.8,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
6,7.6,28.4,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
7,9.3,37.7,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
8,12.1,49.8,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
9,16.6,66.4,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
10,33.5,99.9,Ingreso corriente individual; no mide patrimonio ni tenencia de dólares,"INDEC · Distribución del ingreso, 2026-T1"
