date,system_private_pct,companies_pct,households_pct,households_personal_cards_pct,historical_mean_pre_shock_pct,excess_vs_historical_mean_pp,cumulative_excess_pp_month,mirror_window,post_shock_window,universe,unit
2016-05-01,1.8822241593851166,1.2997028903122156,2.6011341887989183,2.347961650692926,3.375627706031763,-0.7744935172328447,-0.7744935172328447,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-06-01,1.910753123994466,1.2880046035916264,2.685999032363439,2.4208624333950204,3.375627706031763,-0.6896286736683241,-1.4641221909011688,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-07-01,1.9391266254490238,1.2994447874819082,2.7386234509318834,2.4664465085260456,3.375627706031763,-0.6370042550998796,-2.1011264460010484,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-08-01,1.9130597006710832,1.3159658912370384,2.7581984457924396,2.472066185554228,3.375627706031763,-0.6174292602393234,-2.718555706240372,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-09-01,1.862392783697812,1.2627266777145418,2.7146188108351192,2.4373433800458155,3.375627706031763,-0.6610088951966437,-3.3795646014370155,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-10-01,1.8666758333058235,1.2467047503369952,2.737917047510665,2.476476189161015,3.375627706031763,-0.6377106585210979,-4.017275259958113,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-11-01,1.8067304996764684,1.1922938158661365,2.6648850661773626,2.4177425388953027,3.375627706031763,-0.7107426398544003,-4.728017899812514,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2016-12-01,1.836605543762837,1.1851647909090257,2.661412207478062,2.4221649123744093,3.375627706031763,-0.7142154985537008,-5.442233398366215,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-01-01,1.9120598186165916,1.1935477715966833,2.769877351818748,2.5120485872776808,3.375627706031763,-0.6057503542130149,-6.0479837525792295,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-02-01,1.9180291957070574,1.134871097935399,2.8516121529688667,2.593264634231931,3.375627706031763,-0.5240155530628963,-6.571999305642126,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-03-01,1.9487884061060678,1.1514184858131207,2.8926331337325006,2.6214451983440927,3.375627706031763,-0.48299457229926235,-7.0549938779413885,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-04-01,1.975579513044045,1.1037427278814302,3.01626354338211,2.7511781733411964,3.375627706031763,-0.3593641626496531,-7.414358040591042,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-05-01,2.0140822426575924,1.0929548228964616,3.094073257281972,2.826223219216319,3.375627706031763,-0.28155444874979096,-7.695912489340833,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-06-01,2.024067945196322,1.0416205086474772,3.21871819428631,2.96733310445647,3.375627706031763,-0.15690951174545287,-7.8528220010862855,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-07-01,1.959506401484664,1.0523308112611258,3.0475143935540405,2.8310292711853275,3.375627706031763,-0.32811331247772246,-8.180935313564008,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-08-01,1.9087357756430772,1.004306564854567,3.018126870578127,2.7962679353903863,3.375627706031763,-0.357500835453636,-8.538436149017645,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-09-01,1.8482410301750303,0.98900031896132,2.9160638938831878,2.725478098782112,3.375627706031763,-0.4595638121485752,-8.99799996116622,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-10-01,1.8475357087755697,0.9657546756330706,2.924944555412224,2.7759372093823322,3.375627706031763,-0.4506831506195388,-9.448683111785758,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-11-01,1.8849938836305788,0.9980106673066428,2.930706257444133,2.842905308774655,3.375627706031763,-0.44492144858763005,-9.893604560373388,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2017-12-01,1.8303637119808653,0.9614886561471377,2.8962838264187205,2.8668504884079518,3.375627706031763,-0.4793438796130425,-10.37294843998643,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-01-01,1.8963375824251463,0.9963739428904306,2.985778166670023,3.0163571279346733,3.375627706031763,-0.38984953936174005,-10.762797979348171,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-02-01,1.9189478210446795,1.0053016601393376,3.0301371424266055,3.080616588040249,3.375627706031763,-0.3454905636051575,-11.108288542953328,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-03-01,1.967704115218851,1.0351757687456753,3.0657177234311233,3.1805431852713664,3.375627706031763,-0.30990998260063973,-11.418198525553969,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-04-01,2.010092684694466,1.0587532198004783,3.1647728718013823,3.3360413524868875,3.375627706031763,-0.21085483423038065,-11.629053359784349,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-05-01,2.156837946981693,1.1179256379262468,3.3826657443249224,3.6222930440175527,3.375627706031763,0.00703803829315941,-11.62201532149119,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-06-01,2.137090044167379,1.160500945623517,3.360946327060378,3.605673533725146,3.375627706031763,-0.014681378971384884,-11.636696700462576,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-07-01,2.2701760675514304,1.261846519112302,3.4838012541900296,3.747580616361923,3.375627706031763,0.10817354815826663,-11.52852315230431,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-08-01,2.2349427113648916,1.2652103181993493,3.5404208747261716,3.811794711709527,3.375627706031763,0.16479316869440863,-11.3637299836099,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-09-01,2.310962512089694,1.338714779931506,3.656895548894118,3.969433556509186,3.375627706031763,0.2812678428623552,-11.082462140747545,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-10-01,2.6022474698090514,1.7959020078835657,3.775140404619422,4.112738230783095,3.375627706031763,0.3995126985876589,-10.682949442159886,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-11-01,2.851817944046526,2.165961634978057,3.9105759170094774,4.30536678947218,3.375627706031763,0.5349482109777144,-10.148001231182171,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2018-12-01,3.1085722494152033,2.5162087337249246,4.034129825217144,4.471038728690776,3.375627706031763,0.6585021191853806,-9.48949911199679,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-01-01,3.5350703607682643,3.1214554401037637,4.230076407526471,4.666671684129216,3.375627706031763,0.8544487014947078,-8.635050410502084,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
2019-02-01,3.84102796743363,3.5010921254574368,4.4407092987326555,4.9488668842316255,3.375627706031763,1.0650815927008925,-7.5699688178011915,no,no,Saldo financiado a hogares por entidades financieras,% del saldo
