control_id,source_id,printed_page,pdf_page,rendered_check,result,inference_limit
PV150_01,e0_dgsiaf_slu_admin_local_manual_2007,3,4,administración local por SAF,PASS,control visual; no fila target
PV150_02,e0_dgsiaf_slu_admin_local_manual_2007,22,23,Historia de usuario,PASS,control visual; no fila target
PV150_03,e0_dgsiaf_slu_admin_local_manual_2007,32,33,Historia de rol/vigencia,PASS,control visual; no fila target
PV150_04,e0_dgsiaf_slu_admin_local_manual_2007,89-90,90-91,llaves C55 y reversa,PASS,control visual; no fila target
PV150_05,e0_dgsiaf_slu_admin_local_manual_2007,148,149,C55 débito directo,PASS,control visual; no fila target
PV150_06,e0_dgsiaf_slu_admin_local_manual_2007,149,150,C55 diferencia de cambios,PASS,control visual; no fila target
PV150_07,e0_dgsiaf_slu_admin_local_manual_2007,153-154,154-155,corrección/desautorización,PASS,control visual; no fila target
PV150_08,e0_dgsiaf_slu_admin_local_manual_2007,163,164,importación restringida,PASS,control visual; no fila target
PV150_09,e0_dgsiaf_slu_admin_local_manual_2007,165-167,166-168,commit/formato/error log,PASS,control visual; no fila target
PV150_10,e0_dgsiaf_slu_admin_local_manual_2007,172,173,migración usuarios/roles,PASS,control visual; no fila target
PV150_11,e0_cgn_joint_disposition_4_03_backup_recovery,2226,2140,UI/CGN y bases central/local,PASS,control visual; no fila target
PV150_12,e0_cgn_joint_disposition_4_03_backup_recovery,2227,2141,obligación y responsable SAF,PASS,control visual; no fila target
PV150_13,e0_cgn_joint_disposition_4_03_backup_recovery,2228-2229,2142-2143,"etiquetas, registro, logs/copias",PASS,control visual; no fila target
PV150_14,e0_cgn_joint_disposition_4_03_backup_recovery,2230,2144,pruebas y retención perpetua,PASS,control visual; no fila target
PV150_15,e0_cgn_joint_disposition_4_03_backup_recovery,2231,2145,recuperación mensual firmada,PASS,control visual; no fila target
PV150_16,e0_cgn_joint_disposition_4_03_backup_recovery,2233-2235,2147-2149,soportes históricos/planilla,PASS,control visual; no fila target
PV150_17,e0_mecon_uai_plan_2019_sigade_sidif_link,46,47,diagrama SIGADE→SIDIF-Link→SIDIF Central,PASS,Control visual; no fila target.
PV150_18,e0_mecon_uai_report_13_2020_repo_commission,14,14,"cuenta y comisión REPO $0,61 millones",PASS,Control visual; no fila target.
