persona_id,persona,camara,jurisdiccion,oa_nombre,oa_person_key,oa_anios,evidencia_misma_institucion_anios,nombre_padron_camara,distrito_padron_camara,nombre_presentacion_camara_2025,distrito_presentacion_camara_2025,tipo_presentacion_camara_2025,coincidencia_nombre_presentacion,coincidencia_nombre_fuente_actual,cuit_unico_en_consolidado,estado_revision_identidad,publicable_en_tab,alcance_serie,nota_alcance,criterio,fuente_padron_url,fuente_presentacion_url,fuente_serie_url,respaldo_padron_local,respaldo_presentacion_local,respaldo_oa_local
dip-diaz-fernanda,Fernanda Díaz,Diputados,Buenos Aires,DIAZ FERNANDA,8267bfbd7a3936f6,2024,2024,"Díaz, Fernanda",BUENOS AIRES,"DIAZ, FERNANDA",BUENOS AIRES,ANUAL 2025 | INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-de-andreis-fernando,Fernando de Andreis,Diputados,Ciudad De Buenos Aires,DE ANDREIS FERNANDO,dac1191b482d0566,2017|2018|2019|2024,2024,"de Andreis, Fernando",CIUDAD DE BUENOS AIRES,"DE ANDREIS, FERNANDO",CABA,ANUAL 2025 | INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-bornoroni-gabriel,Gabriel Bornoroni,Diputados,Cordoba,BORNORONI GABRIEL MARCOS,92d1171357f63701,2022|2023|2024,2022|2023|2024,"Bornoroni, Gabriel",CORDOBA,"BORNORONI, GABRIEL MARCOS",CORDOBA,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-estevez-gabriela-beatriz,Gabriela Beatriz Estévez,Diputados,Cordoba,ESTEVEZ GABRIELA BEATRIZ,eab9b3bc5eef63bc,2017|2018|2019|2020|2021|2022|2023|2024,2017|2018|2019|2020|2021|2022|2023|2024,"Estévez, Gabriela Beatriz",CORDOBA,"ESTEVEZ, GABRIELA BEATRIZ",CORDOBA,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-gonzalez-gerardo-gustavo,Gerardo Gustavo González,Diputados,Formosa,GONZALEZ GERARDO GUSTAVO,9d38ef6592d40c77,2022|2023|2024,2022,"González, Gerardo Gustavo",FORMOSA,"GONZALEZ, GERARDO GUSTAVO",FORMOSA,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-martinez-german-pedro,Germán Pedro Martínez,Diputados,Santa Fe,MARTINEZ GERMAN PEDRO,da87e12dc3a85c0c,2018|2019|2020|2021|2022|2023|2024,2018|2019|2020|2021|2022|2023|2024,"Martínez, Germán Pedro",SANTA FE,"MARTINEZ, GERMAN PEDRO",SANTA FE,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-scaglia-gisela,Gisela Scaglia,Diputados,Santa Fe,SCAGLIA GISELA,a26fa0aadbab7350,2017|2018|2019|2020|2021|2024,2017|2018|2019|2020|2021|2024,"Scaglia, Gisela",SANTA FE,"SCAGLIA, GISELA",SANTA FE,ANUAL 2025 | INICIAL 2025 | INICIAL 2025 - REC 1,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-medina-gladys,Gladys Medina,Diputados,Tucuman,MEDINA GLADYS DEL VALLE,5836a729ff7262e8,2017|2018|2019|2020|2023|2024,2017|2018|2019|2020|2023|2024,"Medina, Gladys",TUCUMAN,"MEDINA, GLADYS DEL VALLE",TUCUMAN,ANUAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-michel-guillermo,Guillermo Michel,Diputados,Entre Rios,MICHEL GUILLERMO,05d218b5fecf3549,2022|2023|2024,2024,"Michel, Guillermo",ENTRE RIOS,"MICHEL, GUILLERMO",ENTRE RIOS,INICIAL 2025,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
dip-bordet-gustavo,Gustavo Bordet,Diputados,Entre Rios,BORDET GUSTAVO EDUARDO,8053174f88f34498,2023|2024,2023|2024,"Bordet, Gustavo",ENTRE RIOS,"BORDET, GUSTAVO EDUARDO",ENTRE RIOS,ANUAL 2025 - REC 1,exacta,exacta,sí,identidad_confirmada_cruce_oficial,sí,cargo_legislativo_nacional_actual,DDJJ del cargo legislativo nacional actual dentro del consolidado OA disponible.,"Nómina Diputados vigente + presentación Diputados 2025 con apellido, nombres compatibles y distrito + una sola clave fiscal reservada en OA + evidencia de cargo legislativo nacional.",https://www.hcdn.gob.ar/diputados/,https://www.hcdn.gob.ar/institucional/transparencia/declaraciones_juradas/index.html,https://datos.jus.gob.ar/dataset/declaraciones-juradas-patrimoniales-integrales,sources/active_roster/hcdn_diputados_vigentes_2026-09-01.csv,sources/active_roster/hcdn_ddjj_ejercicio_2025_2026-09-01.html,sources/datos_justicia/declaraciones-juradas-2012-2024.zip
