"collection","year","target","query_url","attempts","curl_exit","http_status","classification","valid_capture_rows","response"
"CC-MAIN-2015-06","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-06-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12014 milliseconds"
"CC-MAIN-2015-06","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-06-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12004 milliseconds"
"CC-MAIN-2015-11","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-11-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12016 milliseconds"
"CC-MAIN-2015-11","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-11-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12014 milliseconds"
"CC-MAIN-2015-14","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-14-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12006 milliseconds"
"CC-MAIN-2015-14","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-14-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12003 milliseconds"
"CC-MAIN-2015-18","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-18-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12016 milliseconds"
"CC-MAIN-2015-18","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-18-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12003 milliseconds"
"CC-MAIN-2015-22","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-22-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12006 milliseconds"
"CC-MAIN-2015-22","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-22-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12015 milliseconds"
"CC-MAIN-2015-27","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-27-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12008 milliseconds"
"CC-MAIN-2015-27","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-27-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12016 milliseconds"
"CC-MAIN-2015-32","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-32-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12015 milliseconds"
"CC-MAIN-2015-32","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-32-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12009 milliseconds"
"CC-MAIN-2015-35","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-35-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12004 milliseconds"
"CC-MAIN-2015-35","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-35-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12017 milliseconds"
"CC-MAIN-2015-40","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-40-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12003 milliseconds"
"CC-MAIN-2015-40","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-40-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12014 milliseconds"
"CC-MAIN-2015-48","2015","sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-48-index?url=sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12014 milliseconds"
"CC-MAIN-2015-48","2015","www.sigen.gov.ar/documentacion/plananualpdfs/","https://index.commoncrawl.org/CC-MAIN-2015-48-index?url=www.sigen.gov.ar%2Fdocumentacion%2Fplananualpdfs%2F&matchType=prefix&output=json&filter=status%3A200","1","28","000","SERVICE_ERROR","0","curl: (28) Connection timed out after 12012 milliseconds"
