"AA120"	"BANCOS PRIVADOS"	"202605"	"100010000000"	"A C T I V O"	124772099406.0	182984981223.0	188823792560.0	192384512861.0	195238295725.0
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010100000"	"   Efectivo y deposito en bancos"	24596594185.00	35428534459.00	33018057630.00	30698525233.00	29772600880.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010200000"	"   Títulos Públicos y Privados"	34260377609.00	38769434045.00	43966705667.00	48780673175.00	51972954621.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010300000"	"   Préstamos"	45939985160.00	83083569745.00	84772383657.00	85452916009.00	87244571095.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010301000"	"      Sector Público no Financiero"	204814768.00	452486907.00	419695302.00	417656195.00	290776964.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010302000"	"      Sector Financiero"	1255814613.00	3598204524.00	3799580802.00	3303834984.00	3448918656.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303000"	"      Sector Privado no Financiero y Residentes en el Ext."	45774784755.00	83598220629.00	86182429286.00	87501235012.00	89588521419.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303001"	"         Adelantos"	4203262145.00	8261334913.00	8328619193.00	8341267482.00	8620806449.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303005"	"         Doc a sola firma, descont. y comprados"	11590133599.00	19578147589.00	19972185956.00	20438773357.00	20756798713.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303010"	"         Hipotecarios"	955512435.00	3113469652.00	3202419674.00	3249615156.00	3334902861.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303015"	"         Prendarios"	2419877862.00	4059716998.00	3984221630.00	3939841432.00	3996801330.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303020"	"         Personales"	5565216165.00	10143332634.00	10551744656.00	10637967617.00	10718362771.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303030"	"         Otros"	18876825820.00	34358380574.00	35508487956.00	36158209920.00	37178012389.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303045"	"         Intereses y dif. cotiz. deveng. a cobrar"	2707825399.00	4852949424.00	5312531379.00	5368637006.00	5613948251.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303050"	"         Cobros no aplicados"	-6269475.00	-10950336.00	-13284024.00	-9727796.00	-14652372.00
"AA120"	"BANCOS PRIVADOS"	"202605"	"100010303055"	"         Intereses documentados"	-349475220.00	-512344934.00	-445802866.00	-415984011.00	-411640838.00
