key_id,request_id,key_group,exact_key,search_purpose,source_or_basis,caveat
SK129_01,REQ129_ECON,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07,fechas previstas de liquidación,E0_FISCAL_PUBLIC_BUYBACK_CALLS_2008_V129.csv,Previstas; no confirman pago.
SK129_02,REQ129_ECON,date,2009-06-17;2009-06-18,entrega y liquidación strip,E0_FISCAL_STRIP_BUYBACK_SUMMARY_2009_V129.csv,Previstas; no confirman pago.
SK129_03,REQ129_ECON,account,depositante 0306 / comitente 40000,cuenta receptora publicada,E0_FISCAL_BUYBACK_SETTLEMENT_CHAIN_V129.csv,Cuenta fiduciaria; no beneficiario final.
SK129_04,REQ129_ECON,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,No sustituye el identificador interno.
SK129_05,REQ129_ECON,system,COMDOC III;SIGADE;Sistema de Regularización de la Deuda Pública,buscar traza contemporánea,e0_argentina_rc_26_216_2008_tsa_sigade,Comprobar aplicabilidad a recompra.
SK129_06,REQ129_ECON,system,TSA;Transmisión Segura de Archivos;Red Privada Virtual,buscar intercambios DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,Sistema probado para procedimiento BOCON vecino.
SK129_07,REQ129_ECON,producer,ONCP;DADP;Unidad de Registro de la Deuda Pública;TGN,derivación interna focalizada,e0_argentina_rc_26_216_2008_tsa_sigade,Nombres contemporáneos; verificar sucesores.
SK129_08,REQ129_BCRA,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07;2009-06-18,cortes CRyL objetivo,llamados oficiales V115-V116,Fechas de liquidación prevista.
SK129_09,REQ129_BCRA,account,0306;40000,cuenta Caja publicada,llamados oficiales V115-V116,Puede requerir código de cuenta CRyL adicional.
SK129_10,REQ129_BCRA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,Verificar códigos internos CRyL.
SK129_11,REQ129_BCRA,file_code,CG1,errores de prematching,e0_bcra_b7971_cryl_operational_files_2003,Diseño; no prueba archivo objetivo.
SK129_12,REQ129_BCRA,file_code,CG2,operaciones rechazadas,e0_bcra_b7971_cryl_operational_files_2003,Diseño; no prueba archivo objetivo.
SK129_13,REQ129_BCRA,file_code,CG3,operaciones liquidadas,e0_bcra_b7971_cryl_operational_files_2003,Diseño; no prueba archivo objetivo.
SK129_14,REQ129_BCRA,file_code,CG4,operaciones para liquidar,e0_bcra_b7971_cryl_operational_files_2003,Pendiente no es liquidado.
SK129_15,REQ129_BCRA,file_code,CG5;CG6;CG7,saldos y extracto diario,e0_bcra_b7971_cryl_operational_files_2003,Debe cruzarse por cuenta/especie.
SK129_16,REQ129_BCRA,form,4359 DVP/FD&P;4359B FTC;4359C FT,instrucciones y transferencias,e0_bcra_a3191_cryl_dvp_regime_2000,Verificar modalidad y versión 2008.
SK129_17,REQ129_BCRA,field,número de instrucción;número de operación;concertación;liquidación;nominal;importe,campos mínimos de búsqueda,e0_bcra_a3191_cryl_dvp_regime_2000,No pedir sólo por texto libre.
SK129_18,REQ129_BNA,date,2008-08-11/2008-08-22,ventana de ejecución,E0_FISCAL_BUYBACK_PROGRAM_EVENTS_2005_2009_V129.csv,No incluye segunda etapa.
SK129_19,REQ129_BNA,phrase,programa de recompra de deuda pública;primera etapa;USD 380 millones,búsqueda en mandato y mesa,comunicados oficiales V114,Monto aproximado.
SK129_20,REQ129_BNA,security,BODEN 2012;BODEN 2013;BONAR V;PRE8;BODEN 2008;unidades PBI,universo narrativo,comunicado 22/08/2008,Lista no prueba ejecución por especie.
SK129_21,REQ129_BNA,record,blotter;libro de órdenes;ticket;confirmación;liquidación;rendición,clases de mesa y mandato,REQUEST_BNA_FIRST_STAGE_BLOTTER_V129.md,Usar también sinónimos internos.
SK129_22,REQ129_AGN,identifier,2074c3d9-a535-497e-a97d-d74340ff49fb,UUID exacto,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V129.csv,No es expediente.
SK129_23,REQ129_AGN,identifier,nid 18814;vid 18821,nodo y versión,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V129.csv,Metadatos de portal.
SK129_24,REQ129_AGN,date,2018-08-14;2018-09-11,ingreso y respuesta,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V129.csv,Fechas públicas exactas.
SK129_25,REQ129_AGN,phrase,BODEN 2006;BODEN 2012;BODEN 2013,tema público,E0_AGN_BODEN_REQUEST_PUBLIC_SCHEMA_V129.csv,Buscar también sin acento y variantes.
SK129_26,REQ129_AGN,repository,Drupal;webform;adjuntos;correo saliente;backup,objetos fuera del nodo público,REQUEST_AGN_2018_REPLY_V129.md,No presupone tecnología interna adicional.
SK129_27,REQ129_CNV,date,2014-11-19,nota Caja citada por AGN,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V129.csv,Nota sin número.
SK129_28,REQ129_CNV,identifier,Resolución AGN 41/2016;pedido AGN;Caja de Valores,actuación supervisora,E0_FISCAL_CUSTODIAN_INFORMATION_GAPS_V129.csv,No identifica por sí solo expediente CNV.
SK129_29,REQ129_CNV,account,0306/40000,liquidaciones de recompra,llamados oficiales V115-V116,Solicitar agregado/testado.
SK129_30,REQ129_CNV,security,cinco ISIN de las rondas y strip,acotar búsqueda,REQUEST_CNV_CUSTODY_RECORDS_V129.md,No pedir padrón privado nominativo.
SK129_31,REQ129_CAJA,account,depositante 0306 / comitente 40000,cuenta objetivo,llamados oficiales V115-V116,No equivale a beneficiario final.
SK129_32,REQ129_CAJA,date,cuatro entregas 2008;2009-06-17,recepción de títulos,llamados oficiales V115-V116,Fechas previstas.
SK129_33,REQ129_CAJA,system,TSA;Red Privada Virtual;acuse de aceptación,buscar transmisión DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,Comprobar uso para recompra.
SK129_34,REQ129_CAJA,form,4359B FTC;copia certificada;aceptación;rechazo,buscar constancia bilateral,e0_bcra_a3191_cryl_dvp_regime_2000,Sólo si la modalidad fue FTC.
SK129_35,REQ129_CAJA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,acotar por especie,llamados oficiales V115-V116,Una especie puede tener múltiples movimientos.
SK129_36,REQ129_BCRA,file_code,CGA;CGAEEEEE.NN;CGAEEEEE.INN,instrucción y acuse FT/FTC,e0_bcra_b9173_cryl_cga_x400_2008,El acuse satisfactorio es condicional; pedir segunda etapa y CG3.
SK129_37,REQ129_BCRA,system,X-400;MCT;correo institucional CRyL,buscar mensajería vigente desde 2008-01-21,e0_bcra_b9173_cryl_cga_x400_2008,No excluir contingencias en papel.
SK129_38,REQ129_BCRA,message,Validación satisfactoria; operación CONDICIONAL a futura liquidación,distinguir primera etapa,e0_bcra_b9173_cryl_cga_x400_2008,No equivale a liquidación.
SK129_39,REQ129_BCRA,field,código entidad 1001; cuenta 04; número de lote; registro; fecha/hora,cruzar lado Caja y respuesta,e0_bcra_b9173_cryl_cga_x400_2008,1001/04 no equivale a 0306/40000.
SK129_40,REQ129_BCRA,migration,IDEAR;Esquema Institucional de Mensajería y Transferencia de Archivos;CG1-CG7;CGA,localizar repositorio sucesor,e0_bcra_b10469_cryl_code_continuity_2012,Continuidad de código no prueba preservación histórica.
SK129_41,REQ129_ECON,phrase,modalidad diferida;confirmaciones Caja;pagos T+3,buscar instrucción equivalente de la recompra,e0_argentina_rc_212_24_2008_recompra,Descriptor publicado; falta equivalencia técnica.
SK129_42,REQ129_CAJA,file_code,CGA;CGAEEEEE.NN;CGAEEEEE.INN,buscar archivo o acuse del lado Caja,e0_bcra_b9173_cryl_cga_x400_2008,Sólo si se usó FT/FTC.
SK129_43,REQ129_CAJA,field,entidad 1001; cuenta 04; subcuenta receptora; número de comitente,acotar mensaje CRyL/Caja,e0_bcra_b9173_cryl_cga_x400_2008,Códigos de diseño; no beneficiario final.
SK129_44,REQ129_ECON,historical_code,5426;5427;45698;45701;5326,"cruzar resultados, especie recibida y registración de deuda",llamados oficiales + tablas AFIP + Banco Columbia/Patagonia,Los cinco códigos identifican especies; no son por sí solos asientos liquidados.
SK129_45,REQ129_BCRA,security_bridge,ARARGE034678=5426;ARARGE035709=5427;ARARGE03E147=45698;ARARGE03E154=45701;ARARGE03G415=5326,pedir corroboración histórica ISIN-código de custodia/CRyL,llamados oficiales + Banco Columbia/Patagonia,Puente público cerrado por denominación y fecha; sigue abierta la etiqueta CRyL y la liquidación.
SK129_46,REQ129_CAJA,security_bridge,ARARGE034678=5426;ARARGE035709=5427;ARARGE03E147=45698;ARARGE03E154=45701;ARARGE03G415=5326,confirmar vigencia y localizar asientos por Código Caja,llamados oficiales + Anexo A Banco Columbia,"La tabla rotula Identificación Caja de Valores, pero no contiene los asientos objetivo."
SK129_47,REQ129_CAJA,form,Recepción Diferida 0102704;Recepción Diferida 0102705;F-33914.01;F-33915.01,obtener revisión vigente en 2008 o equivalencia,manual SLIQ marzo 2000 + CNV Res. 16.189/2009 + formularios CVSA 2017,La edición del manual está fechada en 2000 y la práctica está probada en 2009; la revisión exacta de 2008 sigue abierta.
SK129_48,REQ129_CAJA,matching,proceso batch nocturno;almacenamiento provisorio;matching;fecha de ejecución;fecha límite de validez;SCG,"buscar instrucción emparejada, procesada y conciliada",Manual Sistema de Transferencias marzo 2000 + página Merval 2004 + formularios CVSA,"La definición operativa, la disponibilidad del sistema y los campos no prueban el registro objetivo."
SK129_49,REQ129_ECON,strip_code,ARARGE03G415=5326;BODEN 2012 cupón 15;vto.03/08/2009,"cruzar la subespecie con recepción, pago y baja de deuda",llamado oficial 2009 + Banco Columbia/Patagonia,5326 no debe confundirse con 5426 del título principal.
SK129_50,REQ129_BCRA,channel_modality,SLIQ;SCG;TSA;modalidad diferida;batch nocturno;CGA;FT;FTC;Código CVSA;Código CRyL,"pedir equivalencias históricas sin confundir canal, modalidad y estado",manual Caja marzo 2000; página Merval 2004; B9173; CVSA 10290; BYMA NSC 2023,"La edición está fechada en 2000, pero no acredita la revisión efectiva ni el uso en las rondas objetivo."
SK129_51,REQ129_CAJA,document_control,"Sistema de Transferencias Electrónicas;SLIQ;SCG;Impreso en Buenos Aires, Marzo de 2000;sba_sistemas.asp",localizar el registro maestro y las revisiones del manual entre 2000 y 2009,manual SLIQ página 2 + página institucional Merval archivada 2004,Fecha de impresión y disponibilidad pública no equivalen a vigencia ininterrumpida.
SK129_52,REQ129_CAJA,revision_control,MU-32002.00;MU-32002.01;MU-32002.02;MU-32002.03;Febrero 2006;Septiembre 2007;Mayo 2009;CONTROL DE CAMBIOS,pedir el control de cambios equivalente del manual SLIQ/SCG,Caja MU-32002.03 página 22,El manual DTC sólo aporta el esquema documental; sus revisiones no rigen SLIQ.
SK129_53,REQ129_ECON,settlement_dates,2008-09-02;2008-09-09;2008-09-16;2008-10-07;0306/40000;informe Caja 10 hs;orden de pago BCRA,"localizar informe T+3, orden de pago, conciliación y baja por cada ronda",Resolución Conjunta 24/212 y llamados/resultados oficiales,El cronograma normativo y las fechas programadas no acreditan ejecución ni pago.
SK129_54,REQ129_CAJA,communication,Comunicado 4857;Comunicado 4861;Comunicado 4873;Comunicado 5152;OYM F.89023.00,"localizar expedientes, instrucciones y documentos asociados a cada comunicación",comunicaciones directas de Caja preservadas,El código de pie no equivale a una revisión SLIQ.
SK129_55,REQ129_ECON,t3_report,02/09/2008;09/09/2008;16/09/2008;18/06/2009;detalle de transferencias efectuadas;detalle de transferencias pendientes de ejecución,localizar los informes T+3 prometidos y su recepción por Secretaría de Finanzas,comunicaciones directas de Caja preservadas,Una fecha y contenido anunciados no acreditan entrega del informe.
SK129_56,REQ129_CAJA,account_route,Cuenta Depositante 306;Subcuenta Comitente 40000;Subcuenta Comitente 3;matching;modalidad diferidas;cantidades parciales,recuperar instrucciones y asientos por la ruta exacta de cuentas y modalidad,comunicaciones directas de Caja preservadas,La ruta ordenada no prueba un asiento ejecutado.
SK129_57,REQ129_CAJA,missing_round,licitación 02/10/2008;recepción 03/10/2008-06/10/2008;informe 07/10/2008;comunicación equivalente,localizar la comunicación o certificación equivalente de la cuarta ronda de 2008,cronograma oficial de la cuarta ronda y patrón de las tres comunicaciones preservadas,La ausencia en una consulta de archivo no prueba inexistencia.
SK129_58,REQ129_ECON,,Boden - Recompras;16814;50862.35;30/09/2008;A.5.1,,,La identidad agregada no identifica por sí sola asientos o pago.
SK129_59,REQ129_ECON,,Recompra Bonos del Canje -Dto. 1735/04;1506710.11;1523524.11;GDP Units,,,No asignar el agregado Q4 al programa objetivo sin puente documental.
SK129_60,REQ129_ECON,discount_pesos_accounting,ARARGE03E121;Discount en Pesos;2748.50;1415.50;4723536.19;1506710.11,"localizar el papel de trabajo que une VNO, valor efectivo y baja actualizada",informe Decreto 1735/04 y planillas Q3/Q4,Las tres magnitudes no son aditivas.
SK129_61,REQ129_CAJA,discount_pesos_custody,ARARGE03E121;2008Q4;VNO 2748.50m;recompra por exceso de crecimiento referencia 2006,localizar movimientos/bajas por especie,puente de stock V129,La caída agregada no prueba un evento Caja individual.
SK129_62,REQ129_BCRA,discount_pesos_payment,ARARGE03E121;valor efectivo ARS 1415.50m;referencia 2006;2008Q4,"localizar orden, débito o conciliación de pago",informe oficial de recompras p.2,Valor efectivo reportado no identifica por sí solo el riel de pago.
SK129_63,REQ129_ECON,gdp_contractual_window,reference year 2006;calculation date 2007-11-01;calendar year 2008;five percent Excess GDP,localizar cálculo y expediente que convirtió la referencia 2006 en compras 2008,Prospectus Supplement S-19/S-69,La ventana no identifica día ni modalidad.
SK129_64,REQ129_ECON,gdp_scope_amounts,ARARGE03E147;43824.10;1858.10;ARARGE03E154;260.90;28.00;ARARGE03E121;2748.50;1415.50;3301.60,"localizar ledger, orden y baja por cantidades exactas",informe recompras Decreto 1735/04 p.2,VNOs en monedas mixtas; efectivo en ARS.
SK129_65,REQ129_BCRA,cryl_cancellation,CRYL;Caja de Valores account;ARARGE03E147;ARARGE03E154;ARARGE03E121;cancellation;2008,localizar asientos de movimiento y cancelación,Prospectus Supplement S-21/S-69,"Ruta contractual, no constancia de un asiento concreto."
SK129_66,REQ129_ECON,procedure_schema_only,S01:0385745/2005;ONCP;MAE;T+2;T+3;Caja;BCRA;T+6,identificar productores y campos y preguntar qué procedimiento se aplicó,Resolución Conjunta 115/2005 y 323/2005,Mecanismo de excedente de capacidad de pago; no atribuirlo automáticamente a Excess GDP.
SK129_67,REQ129_BCRA,coupon_repurchase_separation,third GDP Unit payment;reference year 2007;calculation date 2008-11-01;ARARGE03E147;ARARGE03E154,evitar confundir asientos del tercer cupón con recompra/cancelación referencia 2006,comunicado tercer cupón 2008,Control negativo; el cupón es un evento distinto.
SK129_68,REQ129_ECON,modality_allocation,reference 2006;ARS3301.60m;direct purchases;tenders;ARARGE03E147;ARARGE03E154;ARARGE03E121,hallar actuación que distribuya el total por modalidad,retrospective report p2;CGN 2008 pp63-64,La clase modal está probada; falta la asignación completa.
SK129_69,REQ129_CAJA,six_gdp_awards,2008-09-02;2008-09-09;2008-09-16;2008-10-07;0306;40000;ARARGE03E147;ARARGE03E154,buscar transferencias previstas de las seis adjudicaciones,four official tender calls/results,"Fechas programadas, no confirmación."
SK129_70,REQ129_BNA,gdp_ars_other_channel,ARARGE03E147;VNO42778.75795m;effectiveARS1769.09431490m;rounding±0.005m,acotar el residual de compras no identificado en licitaciones públicas,MA129_GDP_ARS,"Residual aritmético, no monto exacto de un único blotter."
SK129_71,REQ129_ECON,discount_non_tender,ARARGE03E121;VNO2748.50m;effectiveARS1415.50m;no row in four public tenders,localizar expediente de compra directa u otro canal no licitado,retrospective report p2;complete recovered four-round public series,No inferir institución o fecha sin registro.
