search_id,exact_query,target,surface,result,classification,limit
FN171_01,"""Anexo F - Cuadro 10 - Superv y Coord UAI.pdf""",Anexo F - Cuadro 10 - Superv y Coord UAI.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_02,"""Anexo F - Cuadro 11 - Fiscalización.pdf""",Anexo F - Cuadro 11 - Fiscalización.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_03,"""Anexo F - Cuadro 12 - Auditorías.pdf""",Anexo F - Cuadro 12 - Auditorías.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_04,"""Anexo F - Cuadro 13 - Otras competencias.pdf""",Anexo F - Cuadro 13 - Otras competencias.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_05,"""Anexo F - Cuadro 14 - UAI Conducción.pdf""",Anexo F - Cuadro 14 - UAI Conducción.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_06,"""Anexo F - Cuadro 15 - UAI Superv Gral SCI.pdf""",Anexo F - Cuadro 15 - UAI Superv Gral SCI.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_07,"""Anexo F - Cuadro 16 - UAI Auditorías.pdf""",Anexo F - Cuadro 16 - UAI Auditorías.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_08,"""Anexo F - Cuadro 17 - UAI Otras actividades.pdf""",Anexo F - Cuadro 17 - UAI Otras actividades.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_09,"""Anexo F - Cuadro 18.pdf""",Anexo F - Cuadro 18.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_10,"""Anexo F - Cuadro 8 - Normativa.pdf""",Anexo F - Cuadro 8 - Normativa.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_11,"""Anexo F - Cuadro 9 - Supervisión General del SCI.pdf""",Anexo F - Cuadro 9 - Supervisión General del SCI.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_12,"""Anexo G - Capacitacion 2009.pdf""",Anexo G - Capacitacion 2009.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_13,"""Plan SIGEN 2009.pdf""",Plan SIGEN 2009.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
FN171_14,"""planred2009.pdf""",planred2009.pdf,public web + official/library/repository/archive exact-title search,no target body returned,SEARCH_ENGINE_NEGATIVE_SCOPED,No prueba inexistencia ni ausencia en custodia; el nombre sí consta en la página archivada oficial.
