offer_number,participant,underlying_boden2012_vno_usd,price_per_100_usd,effective_coupon_value_usd,accepted,cutoff_price_per_100_usd,settlement_scheduled,source_id,source_locator,ultimate_holder_identified,settlement_confirmation,caveat
1,Citibank,175000,12.12,21210.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
2,Standard Bank,2454200,12.47,306038.74,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
3,Standard Bank,2666000,12.49,332983.40,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
4,BBVA Banco Francés,40000,12.59,5036.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
5,MERVAL,76000,12.60,9576.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
6,Nuevo Banco Bisel S.A.,435000,12.60,54810.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
7,MERVAL,2532000,12.64,320044.80,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
8,Banco de Galicia,55000000,12.65,6957500.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
9,Citibank,200000,12.66,25320.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
10,Banco de Galicia,55000000,12.68,6974000.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
11,Standard Bank,20000,12.70,2540.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
12,Banco Morgan,1708800,12.70,217017.60,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
13,MERVAL,108900,12.70,13830.30,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
14,Standard Bank,5000000,12.70,635000.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
15,Standard Bank,5000000,12.70,635000.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
16,Citibank,42220000,12.70,5361940.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
17,Citibank,431000,12.70,54737.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
18,Citibank,4680000,12.70,594360.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
19,Citibank,10000200,12.70,1270025.40,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
20,Citibank,77960000,12.70,9900920.00,YES,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
21,HSBC,3000000,12.74,382200.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
22,HSBC,10000000,12.75,1275000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
23,Santander Río,10000,12.75,1275.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
24,Banco Credicoop,400000,12.75,51000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
25,Banco Mariva,10000000,12.79,1279000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
26,HSBC,10000000,12.79,1279000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
27,Banco Mariva,10000000,12.80,1280000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
28,Banco Mariva,5000000,12.84,642000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
29,Banco Mariva,5000000,12.85,642500.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
30,Banco de la Pampa,16787000,12.85,2157129.50,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
31,MERVAL,1500000,12.85,192750.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
32,MERVAL,1500000,12.86,192900.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
33,Banco Mariva,5000000,12.89,644500.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
34,Banco Mariva,5000000,12.90,645000.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.
35,Citibank,90000,12.95,11655.00,NO,12.70,2009-06-18,e0_mecon_strip_boden2012_result_2009_06_12,PDF_annex_pp2_3,NO,SCHEDULED_NOT_INDEPENDENTLY_CONFIRMED,Participante MAE no equivale a tenedor final; adjudicación no prueba entrega Caja ni pago BCRA.


