variable_id,variable,date,value,unit,source_url
1,reservas_internacionales,2023-12-01,21428.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-04,21329.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-05,21345.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-06,21168.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-07,21209.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-11,21017.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-12,20920.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-13,21133.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-14,21499.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-15,21451.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-18,21477.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-19,22663.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-20,22758.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-21,22209.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-22,22581.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-26,22571.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-27,22763.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-28,23125.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2023-12-29,23073.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2024-01-02,23470.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2024-01-03,23677.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
1,reservas_internacionales,2024-01-04,23835.00000000,USD_millones,https://api.bcra.gob.ar/estadisticas/v4.0/monetarias/1?desde=2023-12-01&hasta=2026-08-31
