key_id,request_id,key_group,exact_key,search_purpose,source_or_basis,caveat
SK121_01,REQ121_ECON,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07,fechas previstas de liquidación,E0_FISCAL_PUBLIC_BUYBACK_CALLS_2008_V121.csv,"Previstas; no confirman pago."
SK121_02,REQ121_ECON,date,2009-06-17;2009-06-18,entrega y liquidación strip,E0_FISCAL_STRIP_BUYBACK_SUMMARY_2009_V121.csv,"Previstas; no confirman pago."
SK121_03,REQ121_ECON,account,depositante 0306 / comitente 40000,cuenta receptora publicada,E0_FISCAL_BUYBACK_SETTLEMENT_CHAIN_V121.csv,"Cuenta fiduciaria; no beneficiario final."
SK121_04,REQ121_ECON,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,"No sustituye el identificador interno."
SK121_05,REQ121_ECON,system,COMDOC III;SIGADE;Sistema de Regularización de la Deuda Pública,buscar traza contemporánea,e0_argentina_rc_26_216_2008_tsa_sigade,"Comprobar aplicabilidad a recompra."
SK121_06,REQ121_ECON,system,TSA;Transmisión Segura de Archivos;Red Privada Virtual,buscar intercambios DADP-Caja,e0_argentina_rc_26_216_2008_tsa_sigade,"Sistema probado para procedimiento BOCON vecino."
SK121_07,REQ121_ECON,producer,ONCP;DADP;Unidad de Registro de la Deuda Pública;TGN,derivación interna focalizada,e0_argentina_rc_26_216_2008_tsa_sigade,"Nombres contemporáneos; verificar sucesores."
SK121_08,REQ121_BCRA,date,2008-09-02;2008-09-09;2008-09-16;2008-10-07;2009-06-18,cortes CRyL objetivo,llamados oficiales V115-V116,"Fechas de liquidación prevista."
SK121_09,REQ121_BCRA,account,0306;40000,cuenta Caja publicada,llamados oficiales V115-V116,"Puede requerir código de cuenta CRyL adicional."
SK121_10,REQ121_BCRA,security,ARARGE034678;ARARGE035709;ARARGE03E147;ARARGE03E154;ARARGE03G415,especies exactas,llamados oficiales V115-V116,"Verificar códigos internos CRyL."
SK121_11,REQ121_BCRA,file_code,CG1,errores de prematching,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK121_12,REQ121_BCRA,file_code,CG2,operaciones rechazadas,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK121_13,REQ121_BCRA,file_code,CG3,operaciones liquidadas,e0_bcra_b7971_cryl_operational_files_2003,"Diseño; no prueba archivo objetivo."
SK121_14,REQ121_BCRA,file_code,CG4,operaciones para liquidar,e0_bcra_b7971_cryl_operational_files_2003,"Pendiente no es liquidado."
SK121_15,REQ121_BCRA,file_code,CG5;CG6;CG7,saldos y extracto diario,e0_bcra_b7971_cryl_operational_files_2003,"Debe cruzarse por cuenta/especie."
SK121_16,REQ121_BCRA,form,4359 DVP/FD&P;4359B FTC;4359C FT,instrucciones y transferencias,e0_bcra_a3191_cryl_dvp_regime_2000,"Verificar modalidad y versión 2008."
