"codigo_entidad","entidad","fecha_oferta_mas_reciente","filas_oferta","cftea_max_pct","cftea_mediana_no_ponderada_pct","tea_max_pct","periodo_balance_resultados","periodo_indicadores","resultado_integral_acumulado_miles_pesos","otro_resultado_integral_acumulado_miles_pesos","otro_resultado_integral_informado","resultado_neto_estimado_sin_ori_miles_pesos","prestamos_personales_miles_pesos","activo_total_miles_pesos","previsiones_miles_pesos","roe_pct","roa_pct","tasa_implicita_prestamos_totales_pct","margen_financiero_sobre_activo_pct","cargos_incobrabilidad_sobre_activo_pct","cartera_irregular_consumo_pct","alcance"
"341","BANCO MASVENTAS S.A.","2026-06-08","64","13476,52","274,4","6493,13","May-2026","Mar-2026","-2552918","126376","True","-2679294","12314157","42009591","-1282375","-82,02","-17,97","42,78","6","-2,9","11,62","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"277","BANCO SAENZ S.A.","2025-11-18","6","1419,46","852,675","887,74","May-2026","Mar-2026","-3183045",,"False","-3183045","29270861","83755935","-13375196","-21,2","-6,64","62,03","30,31","-13,82","49,71","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"310","BANCO DEL SOL S.A.","2026-02-11","3","999,99","180,47","686,35","May-2026","Mar-2026","-29334371",,"False","-29334371","50312717","732745815","-17294573","-10,92","-1,83","55,77","19,32","-2,81","11,53","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"143","BRUBANK S.A.U.","2026-08-21","6","719,39","719,39","483,45","May-2026","Mar-2026","2884005",,"False","2884005","55529403","343955696","-13503154","29,94","2,44","48,16","22,07","-5,53","22,58","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"389","BANCO COLUMBIA S.A.","2026-08-24","3","637","415","421","May-2026","Mar-2026","-9860970",,"False","-9860970","107200132","643610074","-37298794","-120,84","-12,22","67,09","15,09","-7,85","26,03","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"332","BANCO DE SERVICIOS FINANCIEROS CARREFOUR SAU","2026-08-24","4","501,84","305,465","349,05","May-2026","Mar-2026","-41141395",,"False","-41141395","26540236","375410517","-119210635","-60,3","-10,12","54,39","26,46","-31,38","52,7","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"27","BANCO SUPERVIELLE S.A.","2026-08-21","48","448,63","373,07","315,12","May-2026","Mar-2026","-32136030","3689443","True","-35825473","464690485","7090894622","-247704167","-17,16","-1,92","37,95","11,21","-4,16","8,2","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"384","UALA BANK S.A.U.","2026-08-14","1","436,38","436,38","307,35","May-2026","Mar-2026","-64507083",,"False","-64507083","144847086","665037041","-60042449","-436,13","-20,8","48,55","16,66","-24,81","23,14","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"322","BANCO INDUSTRIAL S.A.","2025-02-24","13","425,2","425,2","300,16","May-2026","Mar-2026","32327313",,"False","32327313","138988994","3287039539","-32933450","16,97","2,22","33,33","10,85","-0,37","8,79","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
"7","BANCO DE GALICIA Y BUENOS AIRES S.A.","2026-06-12","1","398","398","283","May-2026","Mar-2026","210012451","53897191","True","156115260","2203672714","37907872548","-1701328373","-0,27","-0,05","31,94","13,7","-6,15","17,42","Oferta maxima declarada, no ponderada por monto ni contratos; contabilidad total de la entidad, no del producto."
