timestamp,original_url,mimetype,statuscode,cdx_digest,captured_length,filename,post_settlement_confirmation_filename_candidate,classification_note
20080314041925,http://www.mecon.gov.ar/finanzas/sfinan/documentos/180305_anuncio_resultados.pdf,application/pdf,200,67EWFET46GCYJD5G4SW7SEWGFRCILWQ6,83350,180305_anuncio_resultados.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090919211411,http://www.mecon.gov.ar/finanzas/sfinan/documentos/anuncio_resultados.pdf,application/pdf,200,MPZMPMAGFSASQAR6GIA5ELYJPVUDAVUS,11450,anuncio_resultados.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090919211323,http://www.mecon.gov.ar/finanzas/sfinan/documentos/att00025.pdf,application/pdf,200,KUXGIQL5FWL6EX7H23QSW2KCHAN44V7O,79681,att00025.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090619202719,http://www.mecon.gov.ar/finanzas/sfinan/documentos/att00042.pdf,application/pdf,200,S2LBWQANNS4BS6ZWXCXBEX4X2NTFFTRC,38734,att00042.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090919211132,http://www.mecon.gov.ar/finanzas/sfinan/documentos/att00206.pdf,application/pdf,200,IB6JDSTP677UFLAPHUMEBZ7KEVXQAXKN,17464,att00206.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090919211136,http://www.mecon.gov.ar/finanzas/sfinan/documentos/canje_bocones_pgs.pdf,application/pdf,200,6JJGQSUISW6HEPZVJP6B7A5KTWYQKLBC,17433,canje_bocones_pgs.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090619202943,http://www.mecon.gov.ar/finanzas/sfinan/documentos/canje_pgs.pdf,application/pdf,200,MXYJXPRMYSWK3DJJW5RCU7BEZNSR46JJ,138479,canje_pgs.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080313210144,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado100605.pdf,application/pdf,200,7GC24D3KPOCVUSKHNO5HFBD4N2WHTBW5,31768,comunicado100605.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080313210142,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_18_marzo_castellano.pdf,application/pdf,200,CLNWUTOFAJ3WRHG4E43L6C5HX3H2JR52,16561,comunicado_18_marzo_castellano.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014640,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_2da_semana_de_recompra_de_deuda_22-08-08.pdf,application/pdf,200,JRSV5SI74G2WGZFWZSEDIE6C4H26SVSE,64797,comunicado_2da_semana_de_recompra_de_deuda_22-08-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080313063819,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_2do_%20cupon_%20unidad_pbi.pdf,application/pdf,200,XUUW7EHGX5AVJYEECSBVBR3Y7BA56WNU,60622,comunicado_2do_%20cupon_%20unidad_pbi.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20081216092328,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_3er_cupon_unidad_pbi.pdf,application/pdf,200,PXGKWUUNWOVO62ERPZVWT5XJEY7URMM4,58251,comunicado_3er_cupon_unidad_pbi.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20091219210321,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_4to_pago_unidad_pbi.pdf,application/pdf,200,IEBJQ5YLPYGWOM27IL6XRZH4BEZVE3RL,60711,comunicado_4to_pago_unidad_pbi.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090619202926,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_de_prensa_boden2012.pdf,application/pdf,200,S7GOXGJQEH56CLSGQ5TXP6Z6U2QCHIYX,16373,comunicado_de_prensa_boden2012.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014643,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_de_prensa_resultado_04-09-08.pdf,application/pdf,200,6CHWN53TZJHQJYPVX774X7LADVNTZYU5,25541,comunicado_de_prensa_resultado_04-09-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014652,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_de_prensa_resultado_28-08-08.pdf,application/pdf,200,CEEV7GTK64OVHY3NDQRGFMMBEQTVNVJQ,14305,comunicado_de_prensa_resultado_28-08-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20090619203017,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_de_prensa_resultado_con%20anexo.pdf,application/pdf,200,2J7QZWPHLWKE5A2WQTC4HMWS2IUD44XS,14289,comunicado_de_prensa_resultado_con%20anexo.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080313210107,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_gdp_unit.pdf,application/pdf,200,6V4O3CZOQUCZTWAOKNQNZRE3NAOXRTRY,17411,comunicado_gdp_unit.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20081216093240,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_llamado_licitacion_01-10-08.pdf,application/pdf,200,IYFVCGSGFPD6LLNCKU2DNUUZKJ27E265,15700,comunicado_llamado_licitacion_01-10-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014650,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_llamado_licitacion_03-09-08.pdf,application/pdf,200,SUFQIFUOUVQ54A6GVL2NYLY3VQJR55NX,16029,comunicado_llamado_licitacion_03-09-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014648,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_llamado_licitacion_10-09-08.pdf,application/pdf,200,R2CNSQ3OL7L4IL4MTL7EZCAD7XXKKIW6,16035,comunicado_llamado_licitacion_10-09-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014632,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_llamado_licitacion_27-08-08.pdf,application/pdf,200,WLCKHLMT6FR246CPRDYMOMREM24UNZGF,15913,comunicado_llamado_licitacion_27-08-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080611134908,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_ofertas_bonar_pesos2013_03_04_08.pdf,application/pdf,200,5QMSBAD7RMVJRQIHAELSSGSAV6RCRMNR,7444,comunicado_ofertas_bonar_pesos2013_03_04_08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014634,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_primera_etapa_11-08-08.pdf,application/pdf,200,QJ24FW46L23JWPUYVPRT3ZY2SSVCZVRW,13537,comunicado_primera_etapa_11-08-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080313210139,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_reestructuracion_espana_31-01-07.pdf,application/pdf,200,SKTDHL7BBYRPLOZQ7TBEDGKTRQCQE2XQ,23630,comunicado_reestructuracion_espana_31-01-07.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014654,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_resultado11-09-08.pdf,application/pdf,200,BXVIDWQQYYN73SUBO5DM4A247P5MQZE3,14645,comunicado_resultado11-09-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080611134912,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_resultado_bonar_pesos2013_03_04_08.pdf,application/pdf,200,K6DEYBEXCVJMLJSLWLOC7TY7YFHPB6BR,11785,comunicado_resultado_bonar_pesos2013_03_04_08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20081216093155,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_resultado_licitacion_02-10-08.pdf,application/pdf,200,MFDGO4O56XW3C7YURDPE6C74W4UH3YU5,12919,comunicado_resultado_licitacion_02-10-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080913014638,http://www.mecon.gov.ar/finanzas/sfinan/documentos/comunicado_segunda_etapa_21-08-08.pdf,application/pdf,200,MMFHYTOXKOXVZJCK2QY6LPL3YCDM3WOE,13658,comunicado_segunda_etapa_21-08-08.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
20080314041921,http://www.mecon.gov.ar/finanzas/sfinan/documentos/deuda_publica_100605.pdf,application/pdf,200,OH3KCE5COVHFD73XYE4ZNOBBMBB6GY5L,37618,deuda_publica_100605.pdf,NO,Filename inventory only; not full-text proof and not evidence that offline administrative records do not exist.
