"trace_id","request_id","institution","gap_id","requested_record","period_or_date","identifiers","minimum_usable_fields","confidentiality_fallback","status"
"TR118_001","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_SETTLEMENT_2008","Expediente e índice de cada ronda","2008-08-27/2008-10-07","R1-R4; cuatro fechas T+3","carátula; número; índice; área","metadatos sin contenido exceptuado","DRAFT_NOT_SENT"
"TR118_002","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_SETTLEMENT_2008","Informe Caja de títulos recibidos","2008-09-01/2008-10-06","0306/40000; cuatro ISIN","fecha; especie; nominal; estado","copia testada o agregado por especie","DRAFT_NOT_SENT"
"TR118_003","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_SETTLEMENT_2008","Orden o constancia de pago","2008-09-02/2008-10-07","cuatro fechas T+3","fecha; importe; moneda; estado; identificador","sin cuenta ni contraparte","DRAFT_NOT_SENT"
"TR118_004","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_SETTLEMENT_2008","Conciliación resultado-entrega-pago-deuda","2008","R1-R4","ronda; adjudicado; recibido; pagado; diferencia","agregado por ronda","DRAFT_NOT_SENT"
"TR118_005","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_STRIP_2009","Expediente e índice del strip","2009-06-10/2009-06-18","ARARGE03G415","número; índice; área; documentos","metadatos","DRAFT_NOT_SENT"
"TR118_006","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_STRIP_2009","Constancia de entrega y pago del strip","2009-06-17/2009-06-18","0306/40000; ARARGE03G415","fecha; nominal; efectivo; estado","agregado sin participantes","DRAFT_NOT_SENT"
"TR118_007","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_BNA_FIRST_STAGE","Mandato y expediente BNA","2008-08-11/2008-08-22","primera etapa","acto; anexos; índice; rendición","copia testada","DRAFT_NOT_SENT"
"TR118_008","REQ118_ECON","Ministerio de Economía / Tesoro","CL118_SETTLEMENT_2008","Tabla de conservación o expurgo","2008-2009","expedientes de recompra","regla; acto; fecha; destino","N/A","DRAFT_NOT_SENT"
"TR118_009","REQ118_BCRA","BCRA / CRyL","CL118_SETTLEMENT_2008","Mensajes o asientos CRyL","2008-09-01/2008-10-07","0306/40000; cuatro ISIN","fecha; especie; nominal; estado; identificador","disociación de cuentas y terceros","DRAFT_NOT_SENT"
"TR118_010","REQ118_BCRA","BCRA / CRyL","CL118_SETTLEMENT_2008","Débitos créditos u órdenes de liquidación","2008-09-02/2008-10-07","cuatro fechas T+3","fecha; monto; moneda; estado","agregado por fecha sin cuenta","DRAFT_NOT_SENT"
"TR118_011","REQ118_BCRA","BCRA / CRyL","CL118_SETTLEMENT_2008","Operaciones fallidas reversadas o tardías","2008","R1-R4","fecha; especie; estado; motivo general","sin contraparte","DRAFT_NOT_SENT"
"TR118_012","REQ118_BCRA","BCRA / CRyL","CL118_STRIP_2009","Registro CRyL y pago strip","2009-06-17/2009-06-18","ARARGE03G415","fecha; nominal; efectivo; estado","agregado sin cuentas","DRAFT_NOT_SENT"
"TR118_013","REQ118_BCRA","BCRA / CRyL","CL118_CUSTODY_HOLDINGS","Agregados existentes de tenencias públicas","2008-2013","CRyL; especies de deuda pública","corte; especie; sector institucional; monto","mayor agregación compatible con secreto","DRAFT_NOT_SENT"
"TR118_014","REQ118_BCRA","BCRA / CRyL","CL118_CUSTODY_HOLDINGS","Comunicaciones con DMO AGN CNV Caja","2009-2014","pedido de tenencias/conciliaciones","fecha; remitente; destinatario; asunto; expediente","copia testada","DRAFT_NOT_SENT"
"TR118_015","REQ118_BCRA","BCRA / CRyL","CL118_CUSTODY_HOLDINGS","Tabla de conservación o expurgo","2008-2014","registros CRyL y pagos","regla; acto; fecha; destino","N/A","DRAFT_NOT_SENT"
"TR118_016","REQ118_BNA","Banco de la Nación Argentina","CL118_BNA_FIRST_STAGE","Mandato convenio o instrucción","2008-08-11","primera etapa","acto; fecha; alcance; anexos","copia testada","DRAFT_NOT_SENT"
"TR118_017","REQ118_BNA","Banco de la Nación Argentina","CL118_BNA_FIRST_STAGE","Blotter libro de órdenes tickets","2008-08-11/2008-08-22","BODEN; BONAR V; PRE8; GDP ARS","fecha; especie; nominal; precio; efectivo; estado","sin cuenta ni contraparte","DRAFT_NOT_SENT"
"TR118_018","REQ118_BNA","Banco de la Nación Argentina","CL118_BNA_FIRST_STAGE","Confirmaciones y liquidaciones","2008-08-11/2008-08-22","órdenes ejecutadas","fecha; mercado; estado; importe","agregado por especie y fecha","DRAFT_NOT_SENT"
"TR118_019","REQ118_BNA","Banco de la Nación Argentina","CL118_BNA_FIRST_STAGE","Órdenes canceladas parciales o fallidas","2008-08-11/2008-08-22","primera etapa","fecha; especie; estado; motivo general","sin contraparte","DRAFT_NOT_SENT"
